,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico,soma_fund_publico_dic
306,688,688,952,2020,MG,VEREADOR,ANA PAULA APARECIDA DA SILVA MARQUES OLIVEIRA,130001249317,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,21366.39,DEFERIDO,DEFERIDO,55.0,110.0,62.5,62.5,0.0,0.0,117.5,172.5,172.5,0.0
315,702,702,973,2020,PR,VEREADOR,NATHALIA LETICIA DUARTE,160001181749,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,FEMININO,SUPERIOR INCOMPLETO,BRANCA,18654.26,DEFERIDO,DEFERIDO,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,200.0,0.0
316,703,703,974,2020,AM,VEREADOR,EDUARDO MARVAN RODRIGUES SOUSA,40001012627,APTO,DEFERIDO,DEMOCRATAS,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,143427.97,DEFERIDO,DEFERIDO,109.57,328.71,0.0,0.0,111.11,111.11,220.68,439.82,328.71,0.0
319,712,712,991,2020,MG,VEREADOR,CLEITON MAURÍCIO SILVA,130001247207,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,20,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,50.55,252.75,0.0,0.0,0.0,0.0,50.55,252.75,252.75,0.0
326,723,723,1008,2020,MG,VEREADOR,LUCIANO JOSE DE OLIVEIRA SILVA JUNIOR,130001137306,APTO,DEFERIDO,PARTIDO VERDE,25,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,43.2,86.4,0.0,0.0,130.0,130.0,173.2,216.4,86.4,0.0
329,726,726,1011,2020,MG,VEREADOR,ALAN ANTONIO DA SILVA,130001236149,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,38411.98,DEFERIDO,DEFERIDO,51.36,256.8,0.0,0.0,0.0,0.0,51.36,256.8,256.8,0.0
332,733,733,1020,2020,BA,VEREADOR,LEONARDO LUIZ BARRETO DE SANTANA,50001069558,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,24,MASCULINO,SUPERIOR COMPLETO,PARDA,31415.07,DEFERIDO,DEFERIDO,79.0,79.0,93.2,93.2,1500.0,3000.0,1672.2,3172.2,172.2,0.0
334,735,735,1022,2020,SC,VEREADOR,JUAN CLEITON KLUGE,240000783544,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,105.0,105.0,0.0,0.0,0.0,0.0,105.0,105.0,105.0,0.0
343,749,749,1042,2020,MG,VEREADOR,DEUZIMAR SOUZA DE OLIVEIRA,130000801361,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,17257.58,DEFERIDO,DEFERIDO,80.0,240.0,0.0,0.0,135.0,270.0,215.0,510.0,240.0,0.0
352,773,773,1072,2020,PR,VEREADOR,ANDREI JUNIOR DOS SANTOS,160000774985,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,129.0,129.0,0.0,0.0,86.0,86.0,215.0,215.0,129.0,0.0
355,777,777,1080,2020,MG,VEREADOR,WILIAN CANDIDO MIRANDA,130001231534,APTO,DEFERIDO,DEMOCRATAS,26,MASCULINO,ENSINO MÉDIO INCOMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,113.73,113.73,0.0,0.0,138.04,276.08,251.77,389.81,113.73,0.0
357,780,780,1084,2020,ES,VEREADOR,PATRICK DE OLIVEIRA COSTA,80001122202,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,46136.13,DEFERIDO,DEFERIDO,41.0,123.0,0.0,0.0,359.5,3595.0,400.5,3718.0,123.0,0.0
358,781,781,1085,2020,SC,VEREADOR,ALEX SANDRO MILANI DE MELLO,240001260137,APTO,DEFERIDO,PARTIDO LIBERAL,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,38322.75,DEFERIDO,DEFERIDO,105.0,210.0,0.0,0.0,112.5,112.5,217.5,322.5,210.0,0.0
364,801,801,1113,2020,PR,VEREADOR,JHONATHAN DE MELLO DA SILVA,160000744075,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,46503.35,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,105.0,210.0,205.0,310.0,100.0,0.0
371,809,809,1124,2020,SP,VEREADOR,BIANCA KEROLYNE ANHANI,250000633135,APTO,DEFERIDO,REPUBLICANOS,26,FEMININO,SUPERIOR COMPLETO,BRANCA,17947.62,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,53.3,159.9,153.3,259.9,100.0,0.0
376,823,823,1143,2020,SP,VEREADOR,GABRIEL FELIPE CAMPANHA FERRONI,250001151962,APTO,DEFERIDO,PARTIDO VERDE,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,69514.22,DEFERIDO,DEFERIDO,174.705,349.41,0.0,0.0,0.0,0.0,174.705,349.41,349.41,0.0
383,844,844,1175,2020,PE,VEREADOR,FLORISVALDO BEZERRA LOPES NETO,170000927041,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,20620.67,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,1005.0,2010.0,1205.0,2210.0,200.0,0.0
393,859,859,1198,2020,SP,VEREADOR,FERNANDO APARECIDO VIEIRA DE CAMARGO FILHO,250001006846,APTO,DEFERIDO,AVANTE,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,29286.58,DEFERIDO,DEFERIDO,124.0,124.0,0.0,0.0,635.05,3175.25,759.05,3299.25,124.0,0.0
398,879,879,1226,2020,MG,VEREADOR,MARIANA DIAS LIMA DO CARMO,130000732044,APTO,DEFERIDO,DEMOCRATAS,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,73.5666666666667,220.7,0.0,0.0,0.0,0.0,73.5666666666667,220.7,220.7,0.0
402,885,885,1235,2020,RS,VEREADOR,KATIA MORGANA JUSTEN,210000653517,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,19,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,73.25,293.0,0.0,0.0,700.0,700.0,773.25,993.0,293.0,0.0
403,887,887,1239,2020,PE,VEREADOR,THAIS FERNANDA DOS SANTOS,170001089384,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,22,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,200.0,0.0
405,891,891,1247,2020,SP,VEREADOR,ROBERTO MONTEIRO CANDIDO,250001028386,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,24769.51,DEFERIDO,DEFERIDO,107.5,107.5,0.0,0.0,220.0,220.0,327.5,327.5,107.5,0.0
409,896,896,1254,2020,BA,VEREADOR,RAIANE BARBOSA DE SOUZA REGO,50001003474,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,54.79,109.58,0.0,0.0,987.5,1975.0,1042.29,2084.58,109.58,0.0
410,897,897,1257,2020,BA,VEREADOR,THIOMAS XAVIER SILVA,50001055605,APTO,DEFERIDO,PROGRESSISTAS,19,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,133.75,133.75,0.0,0.0,117.475,469.9,251.225,603.65,133.75,0.0
411,898,898,1258,2020,MG,VEREADOR,IRAN TEIXEIRA DUQUES,130001023848,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,505.72,2022.88,805.72,2322.88,300.0,0.0
413,902,902,1262,2020,MT,VEREADOR,VINICIUS BARBOSA DO CARMO,110000799219,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,250.0,250.0,0.0,0.0,545.3969999999998,5453.97,795.3969999999997,5703.97,250.0,0.0
417,907,907,1273,2020,MG,VEREADOR,CARLOS RODRIGO SIQUEIRA MOREIRA GALVÃO,130000919661,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,26,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,74336.58,DEFERIDO,DEFERIDO,72.41,289.64,0.0,0.0,0.0,0.0,72.41,289.64,289.64,0.0
419,909,909,1275,2020,MG,VEREADOR,WESLEY JUNIO MAGALHÃES FERREIRA,130000774469,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,37.09,148.36,0.0,0.0,24.0,24.0,61.09,172.36,148.36,0.0
423,920,920,1291,2020,SP,VEREADOR,MAYLON AUGUSTUS RIBEIRO,250001091305,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,27.5,55.0,46.0,92.0,0.0,0.0,73.5,147.0,147.0,0.0
426,931,931,1309,2020,ES,VEREADOR,LÁZARO NASCIMENTO DOS SANTOS,80000970649,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,100724.52,DEFERIDO,DEFERIDO,42.8,171.2,0.0,0.0,0.0,0.0,42.8,171.2,171.2,0.0
432,938,938,1317,2020,BA,VEREADOR,JEANE SANTOS BOVI,50000855529,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,76089.52,DEFERIDO,DEFERIDO,0.0,0.0,312.5,312.5,249.766,1248.83,562.266,1561.33,312.5,0.0
436,944,944,1324,2020,MG,VEREADOR,BRUNO CESAR DA SILVA,130001140628,APTO,DEFERIDO,REPUBLICANOS,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,64.6666666666667,194.0,0.0,0.0,333.33333333333303,1000.0,398.0,1194.0,194.0,0.0
439,949,949,1330,2020,MG,VEREADOR,GUSTAVO GONÇALVES RODRIGUES,130001139227,APTO,DEFERIDO,DEMOCRATAS,27,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,99917.12,DEFERIDO,DEFERIDO,350.0,350.0,0.0,0.0,205.0,410.0,555.0,760.0,350.0,0.0
444,960,960,1347,2020,MG,VEREADOR,ENIO HENRIQUE MARTINS,130001100842,APTO,DEFERIDO,PODEMOS,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,125586.56,DEFERIDO,DEFERIDO,0.0,0.0,54.0,54.0,67.7,677.0,121.7,731.0,54.0,0.0
448,967,967,1357,2020,BA,VEREADOR,LUCAS ARAUJO DOS SANTOS,50001207889,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,23548.21,DEFERIDO,DEFERIDO,0.0,0.0,73.4375,293.75,320.0,320.0,393.4375,613.75,293.75,0.0
450,970,970,1361,2020,SP,VEREADOR,LUÍS FELIPE CARAÇA,250001029837,APTO,DEFERIDO,SOLIDARIEDADE,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,67574.66,DEFERIDO,DEFERIDO,138.015,276.03,0.0,0.0,233.333333333333,700.0,371.3483333333329,976.03,276.03,0.0
451,972,972,1364,2020,CE,VEREADOR,MANOEL AURI PINTO SOARES JUNIOR,60000839550,APTO,DEFERIDO,REPUBLICANOS,21,MASCULINO,SUPERIOR INCOMPLETO,PRETA,16975.98,DEFERIDO,DEFERIDO,0.0,0.0,20.0,20.0,14.0,14.0,34.0,34.0,20.0,0.0
452,973,973,1365,2020,SP,VEREADOR,MARCOS FERNANDO DORNELAS,250001100902,APTO,DEFERIDO,PATRIOTA,22,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,150.0,300.0,0.0,0.0,57.5,115.0,207.5,415.0,300.0,0.0
457,983,983,1376,2020,MG,VEREADOR,CESAR AUGUSTO COSTA,130000866527,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,38411.98,DEFERIDO,DEFERIDO,51.36,256.8,0.0,0.0,0.0,0.0,51.36,256.8,256.8,0.0
462,992,992,1389,2020,PR,VEREADOR,FERNANDO AUGUSTO FERREIRA DE ARRUDA,160001245149,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,150.0,300.0,0.0,0.0,264.75,2118.0,414.75,2418.0,300.0,0.0
463,994,994,1393,2020,RS,VEREADOR,RICARDO MARADONA DITTBERNER,210000760933,APTO,DEFERIDO,PARTIDO LIBERAL,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,57.0,114.0,0.0,0.0,490.0,980.0,547.0,1094.0,114.0,0.0
467,1002,1002,1401,2020,MA,VEREADOR,DOUGLAS NABATE DUARTE,100001211658,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,166189.28,DEFERIDO,DEFERIDO,203.0,203.0,0.0,0.0,0.0,0.0,203.0,203.0,203.0,0.0
468,1004,1004,1403,2020,MG,VEREADOR,GABRIEL FRANCISCO DA COSTA,130001057074,APTO,DEFERIDO,PATRIOTA,19,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,17981.0,DEFERIDO,DEFERIDO,90.0,90.0,0.0,0.0,370.0,1480.0,460.0,1570.0,90.0,0.0
469,1005,1005,1404,2020,MG,VEREADOR,DARA SIQUEIRA PEREIRA,130001181528,APTO,DEFERIDO,PODEMOS,24,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,36.42666666666671,109.28,0.0,0.0,68.95,275.8,105.376666666667,385.08,109.28,0.0
472,1010,1010,1410,2020,RS,VEREADOR,GUSTAVO KIST MALDANER,210000804785,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,101.75,203.5,0.0,0.0,309.0,927.0,410.75,1130.5,203.5,0.0
484,1039,1039,1451,2020,PE,VEREADOR,JEFERSON RODRIGUES DA SILVA,170001199032,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,167.565,335.13,0.0,0.0,0.0,0.0,167.565,335.13,335.13,0.0
485,1041,1041,1453,2020,PA,VEREADOR,GIOVANI DA CONCEIÇÃO VALE,140001011887,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,50.0,50.0,466.666666666667,1400.0,516.666666666667,1450.0,50.0,0.0
487,1049,1049,1461,2020,GO,VEREADOR,WENISKLEY NEVES COSTA,90001200514,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,174.22,174.22,0.0,0.0,57.0,114.0,231.22,288.22,174.22,0.0
489,1051,1051,1463,2020,MG,VEREADOR,EDUARDO MARIA DE CARVALHO,130000736713,APTO,DEFERIDO,REPUBLICANOS,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,15259.52,DEFERIDO,DEFERIDO,127.27,127.27,0.0,0.0,203.333333333333,610.0,330.603333333333,737.27,127.27,0.0
494,1062,1062,1478,2020,ES,VEREADOR,GABRIEL VIANA CARVALHO,80000847753,APTO,DEFERIDO,PODEMOS,22,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,70623.23,DEFERIDO,DEFERIDO,75.0,75.0,0.0,0.0,604.725,2418.9,679.725,2493.9,75.0,0.0
495,1064,1064,1480,2020,PR,VEREADOR,LUIZ FELIPE HECK DE OLIVEIRA,160000940209,APTO,DEFERIDO,PODEMOS,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,23.6666666666667,71.0,0.0,0.0,0.0,0.0,23.6666666666667,71.0,71.0,0.0
501,1078,1078,1497,2020,MG,VEREADOR,MATHEUS MARTINS DE CARVALHO,130000925550,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,SUPERIOR INCOMPLETO,PARDA,15259.52,DEFERIDO,DEFERIDO,37.5,37.5,0.0,0.0,510.0,1020.0,547.5,1057.5,37.5,0.0
504,1085,1085,1506,2020,MG,VEREADOR,IGOR HENRIQUE DE SOUZA,130001117708,APTO,DEFERIDO,AVANTE,25,MASCULINO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,104.7,104.7,0.0,0.0,163.45,490.35,268.15,595.05,104.7,0.0
505,1086,1086,1507,2020,MG,VEREADOR,MARA HELENA LOPES FERREIRA,130001067896,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,53.33,106.66,0.0,0.0,255.56,1277.8,308.89,1384.46,106.66,0.0
510,1096,1096,1519,2020,MG,VEREADOR,MARIEL IVIS ABLA GOMES CATARINO,130000864182,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,26502.0,DEFERIDO,DEFERIDO,95.41,95.41,0.0,0.0,137.5,275.0,232.91,370.41,95.41,0.0
515,1104,1104,1530,2020,MG,VEREADOR,MARCOS VINICIUS LOURENÇO FERREIRA,130001010900,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,51742.72,DEFERIDO,DEFERIDO,250.0,250.0,0.0,0.0,351.44,1757.2,601.44,2007.2,250.0,0.0
521,1118,1118,1551,2020,SP,VEREADOR,FELIPE CHAGAS DE LIMA,250001013230,APTO,DEFERIDO,PROGRESSISTAS,25,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,68.875,275.5,0.0,0.0,68.875,275.5,275.5,0.0
525,1126,1126,1564,2020,PB,VEREADOR,DEYSE EUSTAQUILINO DA SILVA,150000866704,APTO,DEFERIDO,REPUBLICANOS,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,124.0,124.0,0.0,0.0,0.0,0.0,124.0,124.0,124.0,0.0
528,1131,1131,1570,2020,RS,VEREADOR,MAIKON EDI PORTO DIAS,210000636472,APTO,DEFERIDO,REPUBLICANOS,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,21056.97,DEFERIDO,DEFERIDO,0.0,0.0,57.25,229.0,137.5,275.0,194.75,504.0,229.0,0.0
534,1146,1146,1591,2020,ES,VEREADOR,VICTOR CUZZUOL BERMUDES,80001063002,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,100724.52,DEFERIDO,DEFERIDO,42.8,171.2,0.0,0.0,765.0,1530.0,807.8,1701.2,171.2,0.0
537,1150,1150,1598,2020,PR,VEREADOR,RONALDO MORAIS BATISTA,160000844773,APTO,DEFERIDO,REPUBLICANOS,22,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,19084.47,DEFERIDO,DEFERIDO,40.3,120.9,0.0,0.0,0.0,0.0,40.3,120.9,120.9,0.0
539,1153,1153,1601,2020,PR,VEREADOR,FELIPE DIOGO WEIS,160000839135,APTO,DEFERIDO,PROGRESSISTAS,28,MASCULINO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,47.5,47.5,0.0,0.0,636.675,1273.35,684.175,1320.85,47.5,0.0
540,1156,1156,1605,2020,ES,VEREADOR,PATRIC VITÓRIO SARTORI COSTALONGA,80000875120,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,19490.35,DEFERIDO,DEFERIDO,66.25,132.5,0.0,0.0,2350.0,4700.0,2416.25,4832.5,132.5,0.0
548,1184,1184,1639,2020,GO,VEREADOR,GIOVANA CRISTINA PINHEIRO SILVA,90001121001,APTO,DEFERIDO,PROGRESSISTAS,18,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,34.75,69.5,0.0,0.0,196.92,393.84,231.67,463.34,69.5,0.0
552,1196,1196,1658,2020,MG,VEREADOR,MATEUS SILVA DOS SANTOS,130000840927,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,SUPERIOR INCOMPLETO,PARDA,31685.58,DEFERIDO,DEFERIDO,31.0,93.0,0.0,0.0,526.3,3157.8,557.3,3250.8,93.0,0.0
555,1203,1203,1669,2020,SE,VEREADOR,WILTON MENEZES DE OLIVEIRA,260000882532,APTO,DEFERIDO,REPUBLICANOS,24,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,315.0,630.0,615.0,930.0,300.0,0.0
557,1209,1209,1677,2020,CE,VEREADOR,ANTONIO CAMILO BARROSO TELES,60001180833,APTO,DEFERIDO,AVANTE,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,31219.0,DEFERIDO,DEFERIDO,120.0,120.0,0.0,0.0,1305.0,2610.0,1425.0,2730.0,120.0,0.0
562,1221,1221,1692,2020,SP,VEREADOR,MARIANA MADRILENE BARBOSA,250001077039,APTO,DEFERIDO,PARTIDO LIBERAL,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,176.95,176.95,0.0,0.0,0.0,0.0,176.95,176.95,176.95,0.0
567,1229,1229,1700,2020,PA,VEREADOR,WELLINGTON FERNANDO DOS SANTOS SOUZA,140001004066,APTO,DEFERIDO,PARTIDO LIBERAL,28,MASCULINO,SUPERIOR COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,150.0,150.0,0.0,0.0,84.0,168.0,234.0,318.0,150.0,0.0
573,1238,1238,1715,2020,PE,VEREADOR,KEVIN DA SILVA SOUZA,170001182488,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,24175.84,DEFERIDO,DEFERIDO,180.0,180.0,0.0,0.0,0.0,0.0,180.0,180.0,180.0,0.0
574,1240,1240,1717,2020,ES,VEREADOR,MARILENE GAMA SANTOS,80000847754,APTO,DEFERIDO,PODEMOS,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,70623.23,DEFERIDO,DEFERIDO,75.0,75.0,0.0,0.0,259.45,518.9,334.45,593.9,75.0,0.0
576,1243,1243,1722,2020,MG,VEREADOR,STEPHANIE MARQUES DE SOUZA,130001072516,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,144.64,144.64,0.0,0.0,323.285,646.57,467.925,791.21,144.64,0.0
580,1253,1253,1736,2020,SP,VEREADOR,JOÃO VICTOR FREITAS PEREIRA,250000919495,APTO,DEFERIDO,DEMOCRATAS,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,50.4,100.8,68.615,137.23,85.0,85.0,204.015,323.03,238.03,0.0
582,1255,1255,1742,2020,MG,VEREADOR,JANAINE FRANCISCA BARBOSA,130000758328,APTO,DEFERIDO,DEMOCRATAS,27,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,104.94,314.82,0.0,0.0,59.5,59.5,164.44,374.32,314.82,0.0
587,1268,1268,1755,2020,MS,VEREADOR,DENIVALDO SANTANA DE ALMEIDA,120001035321,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,160.0,160.0,0.0,0.0,993.9780000000001,4969.89,1153.978,5129.89,160.0,0.0
589,1271,1271,1759,2020,MG,VEREADOR,GIZELE ALVES DE OLIVEIRA,130001169420,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,18954.18,DEFERIDO,DEFERIDO,188.0,188.0,0.0,0.0,120.5,602.5,308.5,790.5,188.0,0.0
595,1280,1280,1770,2020,SP,VEREADOR,DOUGLAS CASTILHIO DA CUNHA,250001035269,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,30.0,30.0,0.0,0.0,50.0,100.0,80.0,130.0,30.0,0.0
596,1282,1282,1772,2020,RN,VEREADOR,CRISNARA RIBEIRO DE ALMEIDA,200000915086,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,62.0,62.0,0.0,0.0,0.0,0.0,62.0,62.0,62.0,0.0
598,1284,1284,1774,2020,PE,VEREADOR,SEVERINO CIRINO DE ARAUJO JUNIOR,170000762109,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,39466.41,DEFERIDO,DEFERIDO,0.0,0.0,75.0,75.0,1033.33333333333,3100.0,1108.33333333333,3175.0,75.0,0.0
604,1296,1296,1786,2020,MG,VEREADOR,LUITSON SILVA TEIXEIRA,130000945932,APTO,DEFERIDO,AVANTE,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,24109.71,DEFERIDO,DEFERIDO,115.0,115.0,0.0,0.0,88.7633333333333,532.58,203.763333333333,647.58,115.0,0.0
