,Unnamed: 0,Unnamed: 0.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico
179,179,257,2020,PB,VEREADOR,FILIPE SILVA MOREIRA,150001047085,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,20,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,250.0,500.0,0.0,0.0,175.0,175.0,425.0,675.0,500.0
180,180,258,2020,MT,VEREADOR,DANIEL VILALBA AQUINO,110001108915,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
182,182,260,2020,MT,VEREADOR,VANDERSON BRITO DA COSTA,110001268008,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,465.0,465.0,0.0,0.0,1000.0,1000.0,1465.0,1465.0,465.0
183,183,261,2020,RN,VEREADOR,BRENDA MEIRELE MELO DE ARAUJO,200001266775,APTO,DEFERIDO,AVANTE,27,FEMININO,SUPERIOR INCOMPLETO,NEGRA,386587.77,DEFERIDO,DEFERIDO,864.4,4322.0,0.0,0.0,0.0,0.0,864.4,4322.0,4322.0
184,184,264,2020,RN,VEREADOR,IGOR MURILO DA SILVA OLIVEIRA,200000992238,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,17870.56,DEFERIDO,DEFERIDO,2513.85,5027.7,0.0,0.0,206.03333333333305,2472.4,2719.88333333333,7500.1,5027.7
185,185,265,2020,MG,VEREADOR,ERIC FIGUEIREDO OLIVEIRA MENDES,130001002990,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,22937.05,DEFERIDO,DEFERIDO,152.6075,610.43,0.0,0.0,607.8580000000001,3039.29,760.4655,3649.72,610.43
188,188,268,2020,PB,VEREADOR,PATRICK TEIXEIRA DORNELES PIRES,150000738912,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,164340.55,DEFERIDO,DEFERIDO,3457.35,10372.05,0.0,0.0,1777.9357142857102,24891.1,5235.28571428571,35263.15,10372.05
190,190,271,2020,BA,VEREADOR,ROMENNIA ROCHA DOS SANTOS,50000798925,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,19,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,42133.06,DEFERIDO,DEFERIDO,115.0,345.0,0.0,0.0,0.0,0.0,115.0,345.0,345.0
191,191,272,2020,RO,VEREADOR,TAIANE CAROLINE FONTOURA,220000809232,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,35057.48,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
196,196,280,2020,SP,VEREADOR,LUAN HENRIQUE NOLLI,250000800398,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,30671.25,DEFERIDO,DEFERIDO,85.0,85.0,0.0,0.0,0.0,0.0,85.0,85.0,85.0
199,199,284,2020,AP,VEREADOR,BRENDA NASCIMENTO BUENO,30001268608,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,22,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,15880.38,DEFERIDO,DEFERIDO,8000.0,8000.0,0.0,0.0,0.0,0.0,8000.0,8000.0,8000.0
200,200,285,2020,PR,VEREADOR,FLAVIA APARECIDA DA SILVA,160001111256,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,28,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,32681.83,DEFERIDO,DEFERIDO,269.877777777778,2428.9,0.0,0.0,190.0,190.0,459.877777777778,2618.9,2428.9
202,202,287,2020,PR,VEREADOR,DANIEL SANTOS RIBEIRO,160001097925,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,MASCULINO,SUPERIOR COMPLETO,NEGRA,530525.58,DEFERIDO,DEFERIDO,2367.5,7102.5,0.0,0.0,0.0,0.0,2367.5,7102.5,7102.5
204,204,291,2020,ES,VEREADOR,BEATRIZ OLIVEIRA GAVA,80001249724,APTO,DEFERIDO,SOLIDARIEDADE,28,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,34691.18,DEFERIDO,DEFERIDO,650.0,1300.0,0.0,0.0,857.0,857.0,1507.0,2157.0,1300.0
209,209,297,2020,RS,VEREADOR,GUSTAVO RODRIGUES DA SILVA,210001166925,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,480.5,480.5,0.0,0.0,116.666666666667,350.0,597.166666666667,830.5,480.5
212,212,300,2020,TO,VEREADOR,VITÓRIA PEREIRA GOMES,270001144697,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,19,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,4916.665,9833.33,0.0,0.0,0.0,0.0,4916.665,9833.33,9833.33
214,214,302,2020,RN,PREFEITO,EDUARDA GRACIELY ROCHA CARDOSO,200001164898,APTO,DEFERIDO,SOLIDARIEDADE,27,FEMININO,SUPERIOR COMPLETO,NEGRA,123077.42,DEFERIDO,DEFERIDO,15000.0,15000.0,0.0,0.0,0.0,0.0,15000.0,15000.0,15000.0
216,216,306,2020,MG,VEREADOR,RODOLFO ALVES DINIZ,130001136967,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,67919.22,DEFERIDO,DEFERIDO,76.8625,307.45,0.0,0.0,144.42,144.42,221.2825,451.87,307.45
217,217,307,2020,PB,VEREADOR,JOÃO LUCAS JORGE DO NASCIMENTO,150001192211,APTO,DEFERIDO,REPUBLICANOS,25,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,106.25,425.0,0.0,0.0,480.0,480.0,586.25,905.0,425.0
219,219,309,2020,GO,VEREADOR,CLELVIO ROSA MOURA,90000954297,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,80.0,80.0,0.0,0.0,321.656363636364,3538.22,401.656363636364,3618.22,80.0
221,221,313,2020,BA,VEREADOR,JULIANA DA SILVA CAMPOS,50001047522,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,39419.57,DEFERIDO,DEFERIDO,158.0,158.0,0.0,0.0,80.225,160.45,238.225,318.45,158.0
224,224,319,2020,SP,VEREADOR,FRANCIELY FROIS,250001161835,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,318454.34,DEFERIDO,DEFERIDO,2000.0,4000.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0
227,227,325,2020,PR,VEREADOR,CASSIA LIMA REIS,160000959065,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1328.175,2656.35,0.0,0.0,104.85,104.85,1433.025,2761.2,2656.35
230,230,328,2020,RS,VEREADOR,ANDERSON MENEGHETTI,210001074328,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,780.0,780.0,0.0,0.0,0.0,0.0,780.0,780.0,780.0
231,231,331,2020,MS,VEREADOR,CAYO RAVI SANTOS NEVES,120000750982,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1750.0,3500.0,0.0,0.0,0.0,0.0,1750.0,3500.0,3500.0
237,237,338,2020,MG,VEREADOR,BRUNA DOS SANTOS FRANCISCO ANDRADE,130001247987,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,28,FEMININO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,62.3133333333333,186.94,0.0,0.0,0.0,0.0,62.3133333333333,186.94,186.94
238,238,339,2020,PB,VEREADOR,JOELLYMARA RAMOS MARTINS,150000938679,APTO,DEFERIDO,REPUBLICANOS,19,FEMININO,SUPERIOR INCOMPLETO,BRANCA,15951.59,DEFERIDO,DEFERIDO,6000.0,6000.0,14.0,14.0,14.0,14.0,6028.0,6028.0,6014.0
242,242,344,2020,TO,VEREADOR,IRANI RODRIGUES COSTA,270001020494,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,24,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,173.75,347.5,0.0,0.0,0.0,0.0,173.75,347.5,347.5
243,243,345,2020,MG,VEREADOR,BRUNO GUSTAVO LUIZ,130001078863,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,416.62,833.24,0.0,0.0,232.0,1160.0,648.62,1993.24,833.24
245,245,347,2020,PR,VEREADOR,EDERSON BISPO GUIMARÃES,160001144706,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,128.75,515.0,0.0,0.0,0.0,0.0,128.75,515.0,515.0
247,247,349,2020,BA,VEREADOR,JOAZI FARIAS MAIA,50000839149,APTO,DEFERIDO,AVANTE,26,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,62024.9,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,1116.93333333333,3350.8,5116.93333333333,7350.8,4000.0
251,251,355,2020,TO,VEREADOR,LUCAS DA SILVA RIBEIRO,270000751610,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1051.66666666667,3155.0,0.0,0.0,250.0,250.0,1301.66666666667,3405.0,3155.0
253,253,360,2020,MG,VEREADOR,JEFERSON HUGO DE SANTANA MATOS,130000749849,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,16167.86,DEFERIDO,DEFERIDO,101.3,303.9,0.0,0.0,435.0,870.0,536.3,1173.9,303.9
254,254,364,2020,GO,VEREADOR,KLERISTON PEREIRA MARINHO,90000823268,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,25601.97,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0
256,256,367,2020,AL,VEREADOR,ROBERTO SOUZA LOPES DE MELLO,20001064975,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,20,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,26960.89,DEFERIDO,DEFERIDO,396.5,1586.0,0.0,0.0,14.0,14.0,410.5,1600.0,1586.0
258,258,370,2020,RS,VEREADOR,JENIFFER DA SILVA DUARTE,210000809628,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,SUPERIOR INCOMPLETO,NEGRA,91261.35,DEFERIDO,DEFERIDO,1724.81333333333,5174.44,0.0,0.0,361.0,722.0,2085.81333333333,5896.44,5174.44
261,261,373,2020,GO,VEREADOR,GUSTAVO OLIVEIRA DE PAULA,90000883048,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,10.1,10.1,2010.1,2010.1,2000.0
263,263,375,2020,MG,VEREADOR,PEDRO HENRIQUE ALVES NEVES,130001166899,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,18325.4,DEFERIDO,DEFERIDO,0.0,0.0,169.166666666667,507.5,361.0,1444.0,530.166666666667,1951.5,507.5
265,265,380,2020,RS,VEREADOR,BRUNA DA ROSA MENDES,210001167334,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,287.25,574.5,587.25,874.5,300.0
267,267,383,2020,PR,VEREADOR,MICHEL LUCAS DOS SANTOS,160001138990,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,46503.35,DEFERIDO,DEFERIDO,147.515,295.03,0.0,0.0,242.5625,970.25,390.0775,1265.28,295.03
268,268,384,2020,MG,VEREADOR,MONISE EUZÉBIO GRAÇA,130001072527,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,144.64,144.64,0.0,0.0,323.285,646.57,467.925,791.21,144.64
269,269,385,2020,RS,VEREADOR,MONIQUE MARTINS DA COSTA,210000923392,APTO,DEFERIDO,PROGRESSISTAS,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,24666.51,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
270,270,386,2020,SC,VEREADOR,ELIANE ISRAEL WERNER FOLSTER,240000659126,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,700.0,700.0,0.0,0.0,104.65,209.3,804.65,909.3,700.0
274,274,390,2020,PE,VEREADOR,TARCIANA GOMES DE OLIVEIRA,170001183255,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,24,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,24175.84,DEFERIDO,DEFERIDO,100.0,200.0,0.0,0.0,0.0,0.0,100.0,200.0,200.0
275,275,393,2020,AM,VEREADOR,FABRICIO JOSE VIEIRA LIRA,40001241362,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,24,MASCULINO,SUPERIOR COMPLETO,NEGRA,70680.81,DEFERIDO,DEFERIDO,500.0,500.0,0.0,0.0,1809.0,10854.0,2309.0,11354.0,500.0
276,276,394,2020,MG,VEREADOR,ANTONIO JULIANO DA SILVA FARIA,130001211559,APTO,DEFERIDO,AVANTE,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,107.666,538.33,300.0,300.0,100.0,100.0,507.666,938.33,838.33
281,281,399,2020,PR,VEREADOR,DEBORAH REGINA VERGES TOZETTO,160000775619,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,22,FEMININO,SUPERIOR INCOMPLETO,BRANCA,106531.81,DEFERIDO,DEFERIDO,81.906,409.53,67.5,67.5,428.161428571429,2997.13,577.567428571429,3474.16,477.03
282,282,400,2020,AP,VEREADOR,RAMON LEMOS PASTANA,30000636085,APTO,DEFERIDO,PROGRESSISTAS,23,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,15880.38,DEFERIDO,DEFERIDO,400.0,400.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0
284,284,402,2020,AM,VEREADOR,ARNON ANTONIO PEREIRA DE PAIVA,40000923054,APTO,DEFERIDO,REPUBLICANOS,26,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,82653.34,DEFERIDO,DEFERIDO,578.75,2893.75,0.0,0.0,0.0,0.0,578.75,2893.75,2893.75
286,286,404,2020,PI,VEREADOR,FRANCISCO DE ASSIS BRITO DO CARMO,180000807002,APTO,DEFERIDO,SOLIDARIEDADE,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,39866.21,DEFERIDO,DEFERIDO,0.0,0.0,6675.0,13350.0,675.0,1350.0,7350.0,14700.0,13350.0
287,287,405,2020,BA,VEREADOR,PAULO VINICIUS LEONE MACEDO DE SOUZA,50001067198,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,20,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,471.018333333333,2826.11,0.0,0.0,1580.0,7900.0,2051.0183333333302,10726.11,2826.11
288,288,406,2020,PI,VEREADOR,ANGELITA MARIA DE OLIVEIRA,180001097289,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,53259.89,DEFERIDO,DEFERIDO,1540.0,1540.0,0.0,0.0,210.45,210.45,1750.45,1750.45,1540.0
289,289,407,2020,SE,VEREADOR,KAROLINE SANTOS DE OLIVEIRA,260000893615,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,FEMININO,ENSINO MÉDIO COMPLETO,AMARELA,12307.75,DEFERIDO,DEFERIDO,74.5,74.5,69.215,138.43,750.0,750.0,893.715,962.93,212.93
290,290,408,2020,BA,VEREADOR,AMANDA CONCEIÇÃO SANTOS,50001116152,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,26,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,55428.38,DEFERIDO,DEFERIDO,1741.5,6966.0,0.0,0.0,0.0,0.0,1741.5,6966.0,6966.0
291,291,409,2020,MA,VEREADOR,JOSACI CARDOSO DA SILVA JUNIOR,100001114294,APTO,DEFERIDO,PATRIOTA,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,149404.9,DEFERIDO,DEFERIDO,210.681818181818,2317.5,0.0,0.0,165.0,330.0,375.681818181818,2647.5,2317.5
292,292,410,2020,CE,VEREADOR,BRUNA CINARA SOUZA DA COSTA,60001191813,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,19,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,666.67,666.67,0.0,0.0,0.0,0.0,666.67,666.67,666.67
294,294,414,2020,AP,VEREADOR,IANE ALMEIDA DA SILVA,30000634175,APTO,DEFERIDO,PROGRESSISTAS,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,151743.76,DEFERIDO,DEFERIDO,3800.0,11400.0,2000.0,2000.0,0.0,0.0,5800.0,13400.0,13400.0
299,299,421,2020,BA,VEREADOR,ARIANE MOREIRA DE SENNA,50000913250,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,FEMININO,SUPERIOR COMPLETO,NEGRA,451919.94,DEFERIDO,DEFERIDO,1066.23555555556,9596.12,652.142222222222,5869.28,320.0,4800.0,2038.37777777778,20265.4,15465.400000000001
304,304,428,2020,SP,VEREADOR,MIKAIL CARDOSO SOARES,250000834499,APTO,DEFERIDO,CIDADANIA,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,312327.58,DEFERIDO,DEFERIDO,232.03,1392.18,0.0,0.0,669.0,4014.0,901.03,5406.18,1392.18
305,305,429,2020,PA,VEREADOR,JORGE MIGUEL RODRIGUES RIBEIRO,140001009085,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,26,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,15786.99,DEFERIDO,DEFERIDO,319.98,959.94,0.0,0.0,739.9366666666671,4439.62,1059.91666666667,5399.56,959.94
307,307,431,2020,SP,VEREADOR,LEONARDO MARÇAL ZANINI,250000818808,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,113318.61,DEFERIDO,DEFERIDO,207.24272727272705,2279.67,0.0,0.0,0.0,0.0,207.24272727272705,2279.67,2279.67
310,310,435,2020,TO,VEREADOR,MAISA ARRUDA PORTILHO,270000838105,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,500.46666666666704,1501.4,1500.46666666667,2501.4,1000.0
311,311,436,2020,SC,VEREADOR,ANA CLAUDIA AGUIAR DA SILVA GUIMARÃES,240001017171,APTO,DEFERIDO,PARTIDO VERDE,28,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1371.5,2743.0,0.0,0.0,502.08,2510.4,1873.58,5253.4,2743.0
314,314,441,2020,SP,VEREADOR,DRIELI RODRIGUES PEREIRA DE SOUZA,250001187177,APTO,DEFERIDO,PARTIDO VERDE,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,171257.1,DEFERIDO,DEFERIDO,335.51,2348.57,0.0,0.0,0.0,0.0,335.51,2348.57,2348.57
316,316,444,2020,PR,VEREADOR,ANDRE LICHINOSKI,160000825513,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,21757.12,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
318,318,446,2020,AP,VEREADOR,UERLEN DOS SANTOS BENAYHUR,30000961389,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,22,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,4000.0,8000.0,0.0,0.0,0.0,0.0,4000.0,8000.0,8000.0
325,325,457,2020,RS,VEREADOR,MILENE DALILA SOARES,210000784182,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,SUPERIOR COMPLETO,BRANCA,61681.98,DEFERIDO,DEFERIDO,1100.0,4400.0,0.0,0.0,0.0,0.0,1100.0,4400.0,4400.0
326,326,458,2020,AC,VEREADOR,ALEX MOURA DA SILVA,10001014624,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,28,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,159.37,796.85,265.0,265.0,1500.0,1500.0,1924.37,2561.85,1061.85
331,331,463,2020,PI,VEREADOR,ANDRESA MIRANDA DA SILVA,180001185027,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,22,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,67043.83,DEFERIDO,DEFERIDO,3995.0,7990.0,0.0,0.0,0.0,0.0,3995.0,7990.0,7990.0
334,334,467,2020,PR,VEREADOR,WELLINGTON MELLO DA SILVA,160000683780,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,25853.55,DEFERIDO,DEFERIDO,166.5,999.0,0.0,0.0,455.78,1823.12,622.28,2822.12,999.0
341,341,476,2020,MS,VEREADOR,LUCIENE PEREIRA PAES,120001196781,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,FEMININO,SUPERIOR COMPLETO,NEGRA,104313.98,DEFERIDO,DEFERIDO,1000.0,2000.0,0.0,0.0,0.0,0.0,1000.0,2000.0,2000.0
343,343,478,2020,MG,VEREADOR,KETLIN XAVIER SERRANO,130000782438,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,17981.0,DEFERIDO,DEFERIDO,446.666666666667,1340.0,0.0,0.0,340.0,340.0,786.666666666667,1680.0,1340.0
344,344,479,2020,SE,VEREADOR,CAMILO FEITOSA DANIEL,260001036852,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,186003.67,DEFERIDO,DEFERIDO,21377.6666666667,64133.0,1700.0,1700.0,2671.78333333333,16030.7,25749.45,81863.7,65833.0
347,347,484,2020,SP,VEREADOR,ANDRE SANT ANNA CELENTO VASCONCELLOS DA SILVA,250000650820,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,108.0,216.0,0.0,0.0,0.0,0.0,108.0,216.0,216.0
348,348,486,2020,CE,VEREADOR,MARCOS CHAVES LESSA DE CASTRO,60001021181,APTO,DEFERIDO,PARTIDO VERDE,29,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,524050.7,DEFERIDO,DEFERIDO,0.0,0.0,2000.0,2000.0,312.64125,7503.39,2312.64125,9503.39,2000.0
351,351,489,2020,MG,VEREADOR,MARCOS VINÍCIUS FURTADO PERUCCI,130001052479,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,42291.03,DEFERIDO,DEFERIDO,553.125,2212.5,0.0,0.0,529.25,4234.0,1082.375,6446.5,2212.5
352,352,490,2020,CE,VEREADOR,LARISSA FERREIRA DE OLIVEIRA,60001217244,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,23,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,20933.97,DEFERIDO,DEFERIDO,360.0,360.0,0.0,0.0,0.0,0.0,360.0,360.0,360.0
356,356,495,2020,SC,VEREADOR,ALINE BORGES MENDES,240001116198,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,621.666666666667,3730.0,0.0,0.0,378.335,756.67,1000.00166666667,4486.67,3730.0
357,357,496,2020,RN,VEREADOR,JOSE IVAN TELES DA SILVA NETO,200000636698,APTO,DEFERIDO,SOLIDARIEDADE,28,MASCULINO,SUPERIOR COMPLETO,NEGRA,386587.77,DEFERIDO,DEFERIDO,396.583333333333,2379.5,0.0,0.0,0.0,0.0,396.583333333333,2379.5,2379.5
368,368,511,2020,MG,VEREADOR,LUIZ CARLOS GARCIA DA SILVA,130000849525,APTO,DEFERIDO,PARTIDO VERDE,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,15605.12,DEFERIDO,DEFERIDO,107.728,538.64,0.0,0.0,390.985,2345.91,498.713,2884.55,538.64
